	total_cells	MOI	library_size	total_transfection_events	gt_collisions	estimated_collisions	estimated_collision_rate	gt_collision_rate	percent_estimation_error
256	401000	70	30000	28016592	51081	51152.45653387532	0.0018257915357397971	0.0018232410280308183	0.1398886746056557
257	401000	70	50000	28085657	30817	30862.27528982982	0.0010988625008782889	0.001097250457769245	0.14691660391933267
258	401000	70	70000	28038882	21678	21953.592783447355	0.0007829696199530122	0.0007731406694460927	1.271301704250191
259	401000	70	90000	28117449	17380	17197.036724627018	0.0006116144008877554	0.0006181215088182431	1.052723103411869
260	401000	75	10000	30095000	176949	176352.08619992435	0.005859846692139038	0.005879681010134574	0.3373366337620756
261	401000	75	30000	30098426	58737	58974.70637173951	0.00195939503187773	0.0019514973972393108	0.4046961399790579
262	401000	75	50000	30025374	35227	35284.55761115253	0.0011751579717592371	0.001173241006090382	0.16339061274741565
263	401000	75	70000	30125618	25208	25349.361682806164	0.000841455324926651	0.0008367629171955909	0.5607810330298463
264	401000	75	90000	30047258	19621	19673.979319356382	0.0006547678766347459	0.0006530046768327413	0.27001334975985314
265	401000	80	10000	32057524	199835	200179.74354752898	0.006244391910851536	0.006233638006478604	0.17251409789525107
266	401000	80	30000	32054753	66984	66903.51300904527	0.0020871635794244077	0.0020896745016253907	0.12015853182062114
267	401000	80	50000	32089711	40543	40253.57978666946	0.0012544076756150738	0.001263426772525312	0.7138598853822747
268	401000	80	70000	32099403	28561	28796.918509542942	0.0008971169497932077	0.0008897673268253619	0.8260162793422496
269	401000	80	90000	32065008	22404	22348.486810851842	0.0006969743095293113	0.0006987055796150121	0.2477824903952735
270	401000	85	10000	34091377	225916	226191.50586751103	0.0066348597731183175	0.006626778378591161	0.12195057787453503
271	401000	85	30000	34087746	76053	75756.10059706122	0.0022223851526311307	0.0022310950099194	0.39038486705163117
272	401000	85	50000	34067053	45049	45343.53947598487	0.0013310085693642145	0.001322362694536566	0.6538202312701017
273	401000	85	70000	34116462	32354	32520.22993057221	0.0009532122624723575	0.0009483398366454295	0.5137847888119204
274	401000	85	90000	34116962	25117	25277.440761983395	0.0007409053819617173	0.0007362027134772434	0.6387735875438723
275	401000	90	10000	36137338	252518	253848.55996907502	0.007024550617676239	0.006987731083014471	0.526916880806533
276	401000	90	30000	36134093	85107	85085.77241697162	0.0023547227937054244	0.002355310260589632	0.024942229227188372
277	401000	90	50000	35991484	50901	50702.47832091898	0.0014087354197709373	0.0014142512156486795	0.39001528276659275
278	401000	90	70000	36089271	36373	36397.8274698481	0.0010085498116558823	0.0010078618656497661	0.06825796565610445
279	401000	90	90000	36065249	28160	28302.16884613782	0.0007847490210351195	0.0007808070311673157	0.5048609592962339
280	401000	95	10000	38051448	281816	281720.46681915224	0.007403672701736665	0.007406183333680232	0.03389913306830324
281	401000	95	30000	38123359	94355	94601.68264115602	0.002481462418911094	0.0024749917760394616	0.26144098474488164
282	401000	95	50000	38130389	56895	56897.00942592323	0.0014921696557022596	0.0014921169568975548	0.003531814611528907
283	401000	95	70000	38088869	40282	40510.89827057719	0.0010635888997013062	0.0010575793153637615	0.5682395873521447
284	401000	95	90000	38115345	31762	31610.602042496204	0.0008293405724779929	0.0008333126723633225	0.47666380424342847
285	601000	5	10000	3004613	1207	1178.1181192398071	0.0003921031158554553	0.00040171562860175336	2.3928650174144828
286	601000	5	30000	3007525	430	393.62710986379534	0.00013088074408817727	0.0001429747051146707	8.458811659582478
287	601000	5	50000	3006480	237	236.56702376669273	7.868571344785022e-05	7.882972778797797e-05	0.1826903938005382
288	601000	5	70000	3005230	150	168.22202020604163	5.597642117443312e-05	4.9912985029432024e-05	12.148013470694428
289	601000	5	90000	3006025	127	131.15085352631286	4.3629328939816824e-05	4.2248484294042795e-05	3.2683886033959637
290	601000	10	10000	5996106	4677	4688.428538467735	0.000781912217440408	0.0007800062240394016	0.24435617848481456
291	601000	10	30000	6005061	1567	1571.2710714200512	0.00026165780354605076	0.00026094655824478717	0.27256358775055967
292	601000	10	50000	6007474	944	943.8923781886697	0.00015711967761969	0.00015713759227255916	0.01140061560703661
293	601000	10	70000	6009181	675	674.1931425184011	0.00011219384846593923	0.00011232811925618483	0.119534441718344
294	601000	10	90000	5997895	518	522.3548031421378	8.70896878225007e-05	8.63636325744282e-05	0.8406955872852999
295	601000	15	10000	8997246	10479	10568.205382782966	0.0011746044714997196	0.0011646897283902208	0.8512776293822487
296	601000	15	30000	9017273	3557	3546.5458340551704	0.00039330580698346057	0.0003944651559290708	0.2939040186907403
297	601000	15	50000	9020286	2097	2126.3621700610965	0.0002357311253835074	0.00023247599909803304	1.4001988584213854
298	601000	15	70000	9010107	1554	1515.0761202070862	0.00016815295536524552	0.00017247297951067617	2.504754169428167
299	601000	15	90000	9027512	1183	1182.7691413145512	0.00013101828513931095	0.0001310438579311775	0.01951468177927201
300	601000	20	10000	12014819	18924	18877.960876720026	0.0015712230768287084	0.0015750549384056472	0.24328431240739173
301	601000	20	30000	12035793	6400	6306.443499870598	0.0005239740746513835	0.0005317472641810972	1.4618203145219044
302	601000	20	50000	11995093	3628	3763.3966594152153	0.00031374468371485033	0.0003024570130469184	3.731991714862605
303	601000	20	70000	12037483	2675	2705.5244101695716	0.0002247583161836716	0.00022222253605674874	1.1410994455914627
304	601000	20	90000	12028687	2070	2101.9167020451277	0.00017474198988178243	0.0001720886078422358	1.541869664015842
305	601000	25	10000	15012184	29308	29381.92212086916	0.0019572050356476555	0.0019522808939725226	0.25222506097025826
306	601000	25	30000	15025027	9894	9828.10895878449	0.0006541158933547667	0.0006585013125101206	0.6659696908783991
307	601000	25	50000	15028275	5902	5898.297209721059	0.0003924799892017586	0.0003927263774451825	0.06273789018877822
308	601000	25	70000	15039400	4274	4225.827624572441	0.0002809837908807825	0.00028418686915701423	1.127102841075318
309	601000	25	90000	15000959	3293	3265.716321365908	0.00021770050310556196	0.00021951929873283434	0.828535640270032
310	601000	30	10000	18017262	42333	42318.96991549805	0.002348801383667399	0.0023495800860308296	0.03314219285652146
311	601000	30	30000	18019697	14009	14154.852789320052	0.0007855211321988406	0.000777427056625869	1.0411363360700299
312	601000	30	50000	18010933	8415	8475.468220621347	0.00047057352445991263	0.0004672162180604414	0.7185765968074569
313	601000	30	70000	18016497	5949	6047.223298434168	0.0003356492273961008	0.00033019737410663126	1.651089232378012
314	601000	30	90000	18043047	4750	4724.344763509929	0.0002618374137976767	0.0002632593042627445	0.5401102418962234
315	601000	35	10000	21024715	57106	57628.259511329234	0.002740976965030405	0.002716136699118157	0.9145440257227377
316	601000	35	30000	21039860	19585	19275.147593352944	0.0009161252780842146	0.0009308522014880327	1.582090409226736
317	601000	35	50000	21028031	11509	11546.610275544226	0.0005491056331210576	0.0005473170550300216	0.3267901255037327
318	601000	35	70000	21024687	8328	8248.29411900416	0.0003923147164570945	0.00039610577793619474	0.9570831051373639
319	601000	35	90000	21034715	6424	6414.112391974777	0.0003049298453520657	0.00030539990677316045	0.15391668781480347
320	601000	40	10000	24065691	75539	75418.23545153067	0.0031338487414107772	0.0031388668623726617	0.15987046223716808
321	601000	40	30000	24061684	24935	25217.86397926137	0.001048050667578436	0.0010362948827688037	1.1344053710101092
322	601000	40	50000	24062896	15195	15104.982192639261	0.0006277291890651591	0.0006314701272864248	0.5924172909558456
323	601000	40	70000	24029542	10752	10789.541401226074	0.0004490115292761749	0.0004474492272886433	0.34915737747464476
324	601000	40	90000	24000967	8209	8366.738465189934	0.00034860005703894905	0.0003420278857931016	1.9215308221456187
325	601000	45	10000	27075592	94950	95403.16416928172	0.003523585529331426	0.0035068485298493197	0.4772661077216652
326	601000	45	30000	27052693	31899	31848.140621609986	0.0011772632255727734	0.001179143237237047	0.15943878613753715
327	601000	45	50000	27027704	19089	19050.262117892504	0.0007048420434785176	0.0007062753092160548	0.20293300910209106
328	601000	45	70000	27028249	13814	13619.029398232698	0.000503881305749133	0.000511094891866654	1.4113985939431073
329	601000	45	90000	27014468	10560	10587.463499933481	0.0003919182676458215	0.0003909016457403492	0.26007102209736044
330	601000	50	10000	30074818	118079	117789.69882017747	0.003916555665280417	0.003926175047842351	0.2450064616253048
331	601000	50	30000	30038147	39111	39261.995431125164	0.0013070711529284801	0.0013020443637884853	0.38606896045912825
332	601000	50	50000	30121887	23654	23694.35048738867	0.0007866157418155333	0.000785276168123199	0.17058631685409753
333	601000	50	70000	30096768	17000	16879.755283582956	0.0005608494335200031	0.0005648447035907643	0.7073218612767327
334	601000	50	90000	30040683	13222	13089.606009237468	0.0004357293077936167	0.00044013646427413117	1.001315918639623
335	601000	55	10000	33058949	142660	142352.81472545862	0.004306029654041894	0.004315321700033477	0.2153268432226271
336	601000	55	30000	33066442	47656	47509.39931087196	0.001436785950870431	0.0014412194695758317	0.307622731928912
337	601000	55	50000	33071829	28838	28587.62395169586	0.0008644101283813441	0.0008719808027551183	0.8682157164302047
338	601000	55	70000	33068132	20546	20392.130946327	0.0006166701810167868	0.0006213232728114185	0.7489002904360946
339	601000	55	90000	33071375	15881	15872.397139620036	0.00047994367151713637	0.00048020380162602853	0.05417077249520614
340	601000	60	10000	36058177	169997	169267.79134017974	0.0046942969784684275	0.004714520093458968	0.42895384025615474
341	601000	60	30000	36021532	56388	56374.78792132437	0.0015650302691546927	0.0015653970519632536	0.023430656656784503
342	601000	60	50000	36056909	33633	33991.16779920459	0.0009427088661206258	0.000932775463365426	1.064929679792431
343	601000	60	70000	36082747	24344	24296.166444040835	0.0006733458082900627	0.0006746714711050131	0.19649012470902175
344	601000	60	90000	36094730	18844	18897.576867237687	0.0005235550139102769	0.0005220706734750475	0.2843179114714969
345	601000	65	10000	39099443	199021	199082.64234744757	0.005091700215459529	0.005090123662375446	0.03097278550884542
346	601000	65	30000	39023809	66368	66218.20602847636	0.0016968668032501994	0.0017007053309429636	0.22570210270558222
347	601000	65	50000	39072478	39527	39871.30906563252	0.0010204448529123882	0.0010116327917568985	0.871073103530565
348	601000	65	70000	39057987	28524	28477.28464666754	0.0007291027222336763	0.0007302987734621346	0.16377560416651923
349	601000	65	90000	39083519	22312	22192.387161627412	0.000567819575346514	0.0005708800172266985	0.5360919611535799
350	601000	70	10000	41996748	228992	229443.43246233463	0.005463361888457045	0.005452612664199619	0.19713896657289634
351	601000	70	30000	42099192	76759	77019.80047107488	0.0018294840544938458	0.0018232891500625475	0.3397653318501749
352	601000	70	50000	42062374	46386	46152.43092048913	0.0010972379000883101	0.0011027908220301594	0.5035335651077282
353	601000	70	70000	42091673	32984	33027.59255447239	0.0007846585844775613	0.0007836229270335726	0.13216272881514912
354	601000	70	90000	42114816	25958	25761.041488416493	0.0006116859560401853	0.0006163626596397809	0.7587584235438238
355	601000	75	10000	45097010	264312	264304.9184383154	0.005860808032246825	0.005860965061763518	0.0026792433505041548
356	601000	75	30000	45078409	88358	88334.09565741569	0.001959565513002371	0.0019600957966373657	0.027053965214580093
357	601000	75	50000	45064727	53145	53009.04962555319	0.001176286935579421	0.001179303715742026	0.2558102821466065
358	601000	75	70000	45083868	38036	37887.24328029156	0.0008403725093040277	0.0008436720646950701	0.3910945412463046
359	601000	75	90000	45074492	29760	29514.27752789855	0.0006547889109409941	0.0006602403860702412	0.8256803498032511
360	601000	80	10000	48092003	300337	300523.2064365223	0.006248922641806421	0.006245050762389747	0.06199916644380192
361	601000	80	30000	48089759	100250	100560.79125057906	0.0020911061594336344	0.0020846434268884566	0.3100162100539211
362	601000	80	50000	47984018	59918	60000.65653756261	0.001250430018960951	0.001248707434212783	0.1379494268210091
363	601000	80	70000	48042782	43281	43063.83473908901	0.0008963643016986196	0.0009008845491087506	0.5017565696517772
364	601000	80	90000	48022626	33344	33462.47261317074	0.0006968063889961107	0.0006943393724449804	0.3553041421867192
365	601000	85	10000	51102069	337989	338736.72907774895	0.00662863041959708	0.006613998349068802	0.22122882039029046
366	601000	85	30000	51101526	113459	113365.52870383114	0.0022184372479176285	0.0022202663771723765	0.08238332452151624
367	601000	85	50000	51082628	67969	68048.6434610188	0.0013321288689575408	0.0013305697584705314	0.11717615533375891
368	601000	85	70000	51053845	48796	48542.85836464167	0.000950816894685242	0.000955775221239458	0.518775381913131
369	601000	85	90000	51065016	37902	37902.070557415485	0.0007422316397083962	0.0007422302579911069	0.00018615749956666158
370	601000	90	10000	54128049	380282	380669.5946780816	0.0070327603102428755	0.007025599611026069	0.10192296192866916
371	601000	90	30000	54045503	127077	126993.9594861865	0.002349759969597961	0.0023512964621681845	0.06534661174996291
372	601000	90	50000	54037398	76111	76267.42634434998	0.001411382286474082	0.00140848750711498	0.20552396414444826
373	601000	90	70000	54016306	54625	54435.96387522668	0.001007769096154533	0.0010112687083785404	0.3460615556490954
374	601000	90	90000	54061833	42562	42356.327938362956	0.0007834793159596153	0.0007872837016088596	0.4832293163785653
375	601000	95	10000	57054950	422355	422894.03985930234	0.00741204820719854	0.007402600475506507	0.12762719970222552
376	601000	95	30000	57039959	141106	141453.00788017362	0.002479893225031484	0.002473809632296545	0.2459200035247337
377	601000	95	50000	57124647	85655	85167.09367143363	0.0014908992552975185	0.0014994403378982806	0.5696180358022027
378	601000	95	70000	57166256	61155	61003.6798786968	0.0010671274305369377	0.0010697744487587224	0.24743703916802973
379	601000	95	90000	57057608	47273	47280.36831340939	0.0008286426643298715	0.0008285135261891806	0.015586726904133558
380	801000	5	10000	4000948	1559	1569.4676960189827	0.00039227395507739234	0.0003896576511366806	0.6714365631162735
381	801000	5	30000	4006448	507	524.8554188027047	0.00013100267838312256	0.00012654600783536937	3.521778856549243
382	801000	5	50000	4006203	319	314.9160629105754	7.860711574290555e-05	7.962651917538877e-05	1.2802310625155393
383	801000	5	70000	3999217	225	223.96342877624556	5.600181955023835e-05	5.6261013093313016e-05	0.46069832166863833
384	801000	5	90000	4011095	178	175.27922570472583	4.369859744152802e-05	4.437690954714361e-05	1.528524884985491
385	801000	10	10000	8013107	6342	6299.357015535235	0.0007861316485022894	0.0007914533026951967	0.6723901681609066
386	801000	10	30000	8011291	1934	2098.429720338434	0.0002619340279036717	0.00024140928097606242	8.502053792059655
387	801000	10	50000	8005621	1283	1258.145338033326	0.00015715774429408112	0.00016026239563426747	1.9372300831390494
388	801000	10	70000	8021327	917	900.7717899288982	0.0001122971036997866	0.00011432023653941549	1.7697066598802418
389	801000	10	90000	8001743	665	696.9583480330184	8.710081641375115e-05	8.310689308566896e-05	4.805766621506524
390	801000	15	10000	12020742	14071	14152.56455572322	0.0011773453382264772	0.0011705600203381788	0.5796642436445166
391	801000	15	30000	12021823	4584	4724.492289243266	0.000392993000249901	0.00038130656224101783	3.0648405157780565
392	801000	15	50000	12010596	2865	2829.6306111849844	0.00023559452097006548	0.00023853936973652266	1.2345336410127619
393	801000	15	70000	12020127	1997	2023.454091269523	0.00016833882797324213	0.00016613801168656537	1.3246916008774698
394	801000	15	90000	12010737	1546	1570.4686393477023	0.00013075539322422115	0.00012871816275720634	1.582706296746576
395	801000	20	10000	16027182	25253	25184.20980241336	0.001571343596298673	0.0015756356919138998	0.2724040612467514
396	801000	20	30000	15989885	8485	8353.17869852297	0.0005224039258895839	0.0005306479690129104	1.5535804534711917
397	801000	20	50000	16014416	5133	5028.787014242262	0.0003140162597401155	0.0003205237081389668	2.0302549339126963
398	801000	20	70000	16018203	3618	3593.745737729594	0.00022435386402142575	0.00022586803276247654	0.6703776194142085
399	801000	20	90000	16022706	2851	2795.34628784284	0.0001744615602285182	0.0001779349880101401	1.952076890815854
400	801000	25	10000	20051052	39336	39385.300191219896	0.0019642510622993694	0.0019617923289012465	0.12533097218807118
401	801000	25	30000	20021242	12948	13101.99061441049	0.0006544044877141234	0.0006467131259888872	1.1893003893303213
402	801000	25	50000	20013508	7875	7857.11643261835	0.0003925906658951719	0.0003934842407438016	0.22709291913205684
403	801000	25	70000	20028018	5722	5624.562211800367	0.00028083468927381466	0.0002856997632017307	1.70286242921414
404	801000	25	90000	19983681	4325	4350.867427829653	0.0002177210208584521	0.00021642659327878583	0.5980908168705864
405	801000	30	10000	23990502	56271	56300.2325046584	0.0023467717559498506	0.002345553252699756	0.05194950268949032
406	801000	30	30000	24015796	18694	18816.664556179196	0.0007835120083539682	0.0007784043468723669	0.6561707295345857
407	801000	30	50000	24011905	11506	11285.416388440877	0.0004699925469653856	0.0004791789739298069	1.9171181258397558
408	801000	30	70000	24017062	8101	8083.84033581242	0.0003365873950699057	0.00033730187314335116	0.21182155521021567
409	801000	30	90000	24052350	6309	6300.569517772645	0.00026195234635171383	0.0002623028519042838	0.13362628352125241
410	801000	35	10000	28068453	77147	77065.54426496103	0.0027456284913515198	0.0027485305299868147	0.10558509733231564
411	801000	35	30000	28018727	25879	25609.39107431844	0.0009140098004566175	0.0009236322549557659	1.0418058104314751
412	801000	35	50000	27994926	15383	15356.023726798594	0.0005485288200725586	0.0005494924330216125	0.17536418904898904
413	801000	35	70000	28078397	11006	11045.979871217161	0.00039339780939834856	0.00039197394352676187	0.36325523548211897
414	801000	35	90000	28041259	8549	8566.165590610355	0.00030548434328894986	0.0003048721885133617	0.20079062592530866
415	801000	40	10000	32001068	99679	100093.87873921916	0.003127829319297067	0.0031148647913875876	0.4162147886908471
416	801000	40	30000	32080361	33652	33614.04337984696	0.0010478075162510471	0.0010489906893504097	0.11279157302104412
417	801000	40	50000	32064184	20090	20135.284001339227	0.0006279680780692634	0.0006265557857327665	0.2254056811310463
418	801000	40	70000	32088991	14534	14427.574302282184	0.000449611341854974	0.0004529279216040168	0.7322533213005091
419	801000	40	90000	32026764	11367	11170.85170924291	0.00034879739049636455	0.00035492190219405244	1.725594182784284
420	801000	45	10000	36052293	126883	127118.9115902707	0.003525959128044108	0.0035194155334308417	0.1859284461044354
421	801000	45	30000	36065621	42267	42452.42008853704	0.0011770882882770003	0.0011719471016456364	0.43868760152610664
422	801000	45	50000	35994355	25196	25372.60050266236	0.0007049049914260822	0.0006999986525664927	0.7009069005491373
423	801000	45	70000	36024003	18157	18167.007433883846	0.0005043028514594518	0.0005040250524074184	0.05511611986476792
424	801000	45	90000	36068162	14202	14157.67447141558	0.00039252553183651495	0.00039375446966219126	0.3121076509253694
425	801000	50	10000	40027598	157172	156573.61491590738	0.003911641535820046	0.003926590848643978	0.38071990182258353
426	801000	50	30000	40088773	52495	52476.62823559344	0.0013090105859711256	0.0013094688630155879	0.034997170028688296
427	801000	50	50000	40116539	31518	31514.036488845944	0.0007855621964009893	0.0007856609963287212	0.012575389155578855
428	801000	50	70000	40016170	22477	22420.22181778401	0.0005602790526375715	0.000561697933610338	0.2526056956710875
429	801000	50	90000	40071938	17270	17472.706131234765	0.00043603346888874614	0.00043097491316741406	1.1737471409077254
430	801000	55	10000	44098297	189503	189773.14397013187	0.0043034120789320245	0.004297286128759122	0.14255392797572775
431	801000	55	30000	44043258	63055	63260.18168845773	0.0014363193042725797	0.0014316606641588594	0.32540113941437415
432	801000	55	50000	44050749	38125	38025.18489257991	0.0008632131293063805	0.0008654790410033663	0.2618101178231754
433	801000	55	70000	44080422	27176	27241.20260759443	0.0006179886981933709	0.0006165095243416681	0.2399271695408736
434	801000	55	90000	44108889	20945	21184.824747517705	0.00048028470514226065	0.0004748475981791335	1.1450214729897508
435	801000	60	10000	47954747	225147	224814.40360523015	0.004688053168234422	0.004694988798502054	0.14772410681458417
436	801000	60	30000	48080832	75109	75563.2870817855	0.0015715885923476844	0.0015621401892546285	0.6048370791589575
437	801000	60	50000	48041212	45225	45240.76137616485	0.0009417073277869188	0.0009413792474677783	0.03485102524014826
438	801000	60	70000	48038979	32509	32273.292287401855	0.0006718147004623444	0.0006767212933480539	0.7250537161959612
439	801000	60	90000	48085658	25303	25176.00032956153	0.0005235656820909373	0.0005262067953816916	0.5019154663022857
440	801000	65	10000	52066961	265154	264915.0440804213	0.005087968243055732	0.005092557639382871	0.09011967369101694
441	801000	65	30000	51982045	87540	88210.10126504302	0.0016969340329924115	0.0016840430190847627	0.7654800834396003
442	801000	65	50000	52064597	53132	53072.06289655715	0.0010193503062466257	0.0010205015127649985	0.11280791884899757
443	801000	65	70000	52043167	37646	37842.40359518677	0.0007271349108171447	0.0007233610514133392	0.5217117228570621
444	801000	65	90000	52047557	29176	29475.9127426818	0.0005663265375295482	0.0005605642547257309	1.0279433187613205
445	801000	70	10000	56011040	306137	306426.5641745478	0.005470824397735657	0.005465654628087606	0.09458646767551186
446	801000	70	30000	56058717	102002	102484.71485081315	0.0018281673276756075	0.0018195564482861783	0.4732405745114231
447	801000	70	50000	56057060	61472	61554.78564373404	0.0010980737420716326	0.0010965969317691651	0.13467211695412568
448	801000	70	70000	56076749	43966	44028.931601151824	0.000785154852702888	0.0007840326121615931	0.1431369720962185
449	801000	70	90000	56092531	34612	34241.26746915281	0.0006104425466048734	0.0006170518495590794	1.0711098198520455
450	801000	75	10000	60154921	352058	352615.9455699101	0.0058617971681803075	0.005852522023925524	0.15848115080757405
451	801000	75	30000	59969737	116891	117203.2498422414	0.001954373250665438	0.0019491664604098563	0.267129070879203
452	801000	75	50000	60105207	70700	70713.96636008471	0.0011765031665240703	0.0011762708012967994	0.019754398988289446
453	801000	75	70000	60112107	50700	50537.5701495111	0.0008407219888251647	0.0008434241042324468	0.3203744585579794
454	801000	75	90000	60084275	39640	39346.82691201568	0.0006548606421899187	0.0006597400068487138	0.7395890211511726
455	801000	80	10000	64149350	400802	401054.981492579	0.006251894703415997	0.006247951070431735	0.06311881991082714
456	801000	80	30000	64065723	133421	133780.32562871277	0.0020881731972136296	0.002082564493965049	0.2693171455114059
457	801000	80	50000	64098784	80236	80483.83668778092	0.0012556218958503318	0.0012517554155161508	0.30888465000861975
458	801000	80	70000	64131051	57958	57585.710878908634	0.0008979380499924854	0.0009037431805070527	0.6423429398726127
459	801000	80	90000	64189110	45029	44867.57791240513	0.0006989904971794301	0.0007015052864886271	0.3584847267202705
460	801000	85	10000	68119525	452215	452136.30410784483	0.006637396607035132	0.006638551868939192	0.017402317958310327
461	801000	85	30000	68173595	151007	151669.00233127177	0.0022247470201809333	0.002215036481499912	0.4383918171156148
462	801000	85	50000	68121108	90961	90910.88962695003	0.0013345480174360937	0.0013352836245705223	0.05508995399125336
463	801000	85	70000	67999787	64613	64655.617834061384	0.0009508208876310361	0.0009501941528140375	0.06595860594831912
464	801000	85	90000	68074014	50727	50463.36560678482	0.0007413014547193415	0.0007451742158175071	0.5197121714573766
465	801000	90	10000	72057025	506615	505826.4310094863	0.007019807312465181	0.007030750992009453	0.15565448921047406
466	801000	90	30000	72116276	169747	169567.94934533536	0.0023513131674372007	0.0023537959724930888	0.10548089489924531
467	801000	90	50000	72010649	101426	101534.68658734858	0.001409995438137887	0.0014084861254340312	0.10715850703822602
468	801000	90	70000	72021300	72496	72637.75505460799	0.0010085593436192902	0.0010065911056867899	0.19553500139039792
469	801000	90	90000	72041650	56387	56498.766538754106	0.0007842514231524973	0.0007827000075650683	0.1982133093693762
470	801000	95	10000	76153698	565322	565001.4735645801	0.007419225702796206	0.007423434643974873	0.05669802969280153
471	801000	95	30000	76182776	189234	189397.6087898016	0.00248609487254444	0.002483947290132877	0.08645845345002295
472	801000	95	50000	76120908	113579	113423.2959458977	0.001490041289916007	0.001492086773321201	0.13708877002112396
473	801000	95	70000	76111762	80976	81053.40199527144	0.0010649261016355323	0.0010639091498105115	0.09558634073238334
474	801000	95	90000	76168445	62617	63227.23861545324	0.0008300975373129023	0.0008220858388273516	0.9745574132476023
