filename	sum
SRR21787460_1_uniq.txt	42317708 /home/mcn26/palmer_scratch/raw_recap/cohen_retina/uniq_counts/SRR21787460_1_uniq.txt
SRR21787460_2_uniq.txt	184361905 /home/mcn26/palmer_scratch/raw_recap/cohen_retina/uniq_counts/SRR21787460_2_uniq.txt
SRR21787461_1_uniq.txt	31101561 /home/mcn26/palmer_scratch/raw_recap/cohen_retina/uniq_counts/SRR21787461_1_uniq.txt
SRR21787461_2_uniq.txt	141102814 /home/mcn26/palmer_scratch/raw_recap/cohen_retina/uniq_counts/SRR21787461_2_uniq.txt
SRR21787462_1_uniq.txt	6612598 /home/mcn26/palmer_scratch/raw_recap/cohen_retina/uniq_counts/SRR21787462_1_uniq.txt
SRR21787462_2_uniq.txt	34837369 /home/mcn26/palmer_scratch/raw_recap/cohen_retina/uniq_counts/SRR21787462_2_uniq.txt
SRR32774353_1_uniq.txt	6331353 /home/mcn26/palmer_scratch/raw_recap/cohen_retina/uniq_counts/SRR32774353_1_uniq.txt
SRR32774353_2_uniq.txt	31395271 /home/mcn26/palmer_scratch/raw_recap/cohen_retina/uniq_counts/SRR32774353_2_uniq.txt
